payer_id,first_name,last_name,date_of_birth,age,address,city,province,employment_status,annual_income_cad,marital_status
22,Helen,Lopez,1984-07-07,42,"3272 High St, Quebec City, Quebec Z9F 0Y3",Quebec City,Quebec,Part-time,16575,Divorced
23,Brandon,Gonzalez,1982-12-06,44,"9448 Park Ave, Victoria, British Columbia O2L 9H8",Victoria,British Columbia,Full-time,62596,Divorced
24,Patricia,Parker,2001-08-03,25,"8880 Pine St, Calgary, Alberta N6V 0Z8",Calgary,Alberta,Unemployed,0,Common-law
25,Frances,Green,1996-04-30,30,"2941 First Ave, Calgary, Alberta Z0F 6R7",Calgary,Alberta,Full-time,48212,Married
26,Susan,Jackson,1992-02-27,34,"6539 Madison Ave, London, Ontario V6X 0N3",London,Ontario,Part-time,22454,Married
27,Barbara,Adams,2002-03-15,24,"3775 Johnson St, Red Deer, Alberta I6E 5L7",Red Deer,Alberta,Unemployed,0,Common-law
28,Sandra,Morales,2005-06-25,21,"498 School St, Brampton, Ontario K9P 5P4",Brampton,Ontario,Part-time,18242,Single
29,Nancy,Sanchez,1985-06-19,41,"528 Park Ave, Mississauga, Ontario V6O 7U1",Mississauga,Ontario,Part-time,16014,Common-law
30,Sarah,Carter,1992-02-16,34,"5463 Adams St, Montreal, Quebec G9B 0E1",Montreal,Quebec,Part-time,24219,Common-law
31,Nancy,Young,1985-06-08,41,"8251 Washington Ave, Laval, Quebec E6T 5R2",Laval,Quebec,Unemployed,0,Widowed
32,Richard,Flores,2007-03-26,19,"8910 Clinton St, Lethbridge, Alberta S3S 1C3",Lethbridge,Alberta,Full-time,72916,Divorced
33,Amanda,Collins,1995-03-22,31,"665 School St, Brandon, Manitoba L0V 5I3",Brandon,Manitoba,Unemployed,0,Common-law
34,Frances,Cruz,2000-09-27,26,"1068 Lincoln Ave, Surrey, British Columbia T6T 5E9",Surrey,British Columbia,Part-time,16498,Single
35,Samuel,Harris,1995-04-10,31,"9055 Pine St, Mississauga, Ontario O0F 6C8",Mississauga,Ontario,Part-time,24534,Widowed
36,Thomas,Young,1994-03-15,32,"8076 Church St, Red Deer, Alberta M6A 4X7",Red Deer,Alberta,Unemployed,0,Single
37,Sharon,Gonzalez,1998-02-24,28,"4443 Wilson Ave, Surrey, British Columbia F6L 3I2",Surrey,British Columbia,Unemployed,0,Divorced
38,Jason,Walker,2002-09-29,24,"9166 Adams St, Steinbach, Manitoba N1L 2A1",Steinbach,Manitoba,Full-time,67135,Divorced
39,Jeffrey,Allen,1989-01-29,37,"4323 Church St, Edmonton, Alberta F7U 9I4",Edmonton,Alberta,Part-time,15114,Widowed
40,Lisa,Torres,1999-11-21,27,"5187 School St, Mississauga, Ontario P1G 2L1",Mississauga,Ontario,Unemployed,0,Widowed
41,Timothy,Edwards,1987-11-28,39,"2071 High St, Red Deer, Alberta G1P 1M3",Red Deer,Alberta,Full-time,59199,Divorced
42,Kevin,Rogers,1992-05-22,34,"8978 Water St, Vancouver, British Columbia Y1H 8L1",Vancouver,British Columbia,Unemployed,0,Widowed
43,Jeffrey,Adams,2005-01-16,21,"9313 Water St, Vancouver, British Columbia E9U 1A6",Vancouver,British Columbia,Full-time,59846,Married
44,James,Reyes,2006-06-06,20,"4584 King St, Montreal, Quebec R1L 1E7",Montreal,Quebec,Unemployed,0,Single
45,Nancy,Torres,2008-06-14,18,"4999 Lincoln Ave, Quebec City, Quebec K3W 3Y2",Quebec City,Quebec,Full-time,41314,Single
46,William,Smith,1982-03-20,44,"1033 High St, Calgary, Alberta B2U 7Q6",Calgary,Alberta,Full-time,49985,Divorced
47,Jonathan,Williams,1993-07-03,33,"1128 Main St, Montreal, Quebec Y9I 2P0",Montreal,Quebec,Unemployed,0,Single
48,Jeffrey,Sanchez,1988-09-03,38,"6965 High St, Hamilton, Ontario P6J 9X2",Hamilton,Ontario,Unemployed,0,Widowed
49,Gary,Miller,1984-11-08,42,"8334 Wilson Ave, Ottawa, Ontario Z5K 9R3",Ottawa,Ontario,Part-time,20134,Common-law
50,Richard,Green,2006-04-24,20,"7546 Adams St, Red Deer, Alberta R1J 9A8",Red Deer,Alberta,Unemployed,0,Divorced
51,Ashley,Rogers,2003-10-31,23,"1066 Madison Ave, Ottawa, Ontario G5A 7T9",Ottawa,Ontario,Part-time,22595,Widowed
52,Justin,Thompson,2000-11-11,26,"7277 Jackson St, Hamilton, Ontario X8B 5G1",Hamilton,Ontario,Full-time,66677,Married
53,Kevin,Taylor,2006-02-27,20,"635 Cedar Ave, Vancouver, British Columbia M7Q 7H6",Vancouver,British Columbia,Unemployed,0,Divorced
54,Kelly,Gonzalez,1996-10-25,30,"4050 Water St, Brampton, Ontario E2L 7W3",Brampton,Ontario,Part-time,19423,Widowed
55,Susan,Nguyen,1995-03-08,31,"7899 Main St, Quebec City, Quebec V9B 3E1",Quebec City,Quebec,Full-time,49715,Widowed
56,Linda,Davis,1985-04-10,41,"6290 Clinton St, Surrey, British Columbia Z3V 5B6",Surrey,British Columbia,Part-time,15399,Married
57,Christina,Stewart,1991-04-25,35,"3558 First Ave, Mississauga, Ontario U3L 7Q2",Mississauga,Ontario,Part-time,18529,Divorced
58,Sharon,Scott,1997-06-12,29,"8512 Second Ave, Brampton, Ontario C6X 1Z2",Brampton,Ontario,Part-time,18039,Married
59,Ryan,Morales,1984-03-28,42,"9503 Oak St, Quebec City, Quebec O8M 7O3",Quebec City,Quebec,Full-time,64004,Married
60,Samuel,Roberts,1986-10-30,40,"15 Pine St, Quebec City, Quebec T1J 4Q4",Quebec City,Quebec,Full-time,43823,Common-law
61,Frank,Wright,2004-07-10,22,"165 Mill St, Ottawa, Ontario B6L 9Y9",Ottawa,Ontario,Full-time,73188,Married
62,Lisa,Green,1992-04-17,34,"4084 Water St, Victoria, British Columbia Q5F 3G3",Victoria,British Columbia,Full-time,40945,Married
63,Nicholas,Baker,2002-01-21,24,"7614 Pine St, Lethbridge, Alberta Q6V 3D1",Lethbridge,Alberta,Part-time,23684,Married
64,Brandon,Rivera,1995-12-19,31,"5837 King St, Victoria, British Columbia A2D 1Y7",Victoria,British Columbia,Part-time,23699,Single
65,Michael,Campbell,1995-11-25,31,"4024 Smith St, Brampton, Ontario Q4G 0A3",Brampton,Ontario,Full-time,67711,Divorced
66,Scott,Sanchez,2008-08-23,18,"6503 Smith St, London, Ontario S5P 8Q8",London,Ontario,Full-time,47894,Divorced
67,Lauren,Robinson,1987-06-29,39,"2461 Madison Ave, Lethbridge, Alberta Y6J 9F8",Lethbridge,Alberta,Unemployed,0,Married
68,Jason,Clark,2001-05-22,25,"882 Pine St, Surrey, British Columbia A8G 2S6",Surrey,British Columbia,Full-time,67044,Married
69,Ronald,Thomas,1984-12-03,42,"2085 Second Ave, Victoria, British Columbia Z4J 1R7",Victoria,British Columbia,Full-time,64334,Single
70,Deborah,Cruz,1994-02-14,32,"3752 King St, Brandon, Manitoba Y4H 6G5",Brandon,Manitoba,Part-time,15205,Married
71,Lisa,Carter,1991-03-29,35,"7298 Water St, Mississauga, Ontario F0T 2C0",Mississauga,Ontario,Unemployed,0,Common-law
72,Betty,Hall,2008-06-23,18,"7457 Main St, Surrey, British Columbia W6S 3L0",Surrey,British Columbia,Full-time,66474,Common-law
73,Sarah,Torres,1987-11-20,39,"6457 Madison Ave, Calgary, Alberta X3P 1Y8",Calgary,Alberta,Full-time,46709,Divorced
74,Sarah,Cruz,2000-05-18,26,"3742 Madison Ave, Burnaby, British Columbia X4D 5M6",Burnaby,British Columbia,Full-time,53629,Widowed
75,Daniel,Collins,1996-09-13,30,"2561 Elm St, Calgary, Alberta W6Z 0N2",Calgary,Alberta,Full-time,49980,Single
76,Sharon,Adams,1982-06-06,44,"2966 Johnson St, Montreal, Quebec J0T 4B0",Montreal,Quebec,Part-time,16535,Divorced
77,Ashley,Diaz,1985-10-31,41,"4513 Main St, Toronto, Ontario T4X 5P7",Toronto,Ontario,Unemployed,0,Common-law
78,Betty,Allen,1982-02-07,44,"7491 Madison Ave, Laval, Quebec U4T 9P8",Laval,Quebec,Part-time,21101,Common-law
79,Dorothy,Rogers,2005-11-08,21,"5010 Washington Ave, Burnaby, British Columbia D4J 7F9",Burnaby,British Columbia,Unemployed,0,Common-law
80,Joseph,Williams,1982-10-07,44,"1508 Park Ave, Ottawa, Ontario G3Y 6Q5",Ottawa,Ontario,Part-time,20328,Married
81,Nancy,Wright,1992-11-06,34,"6581 Smith St, Mississauga, Ontario H6Y 4Z6",Mississauga,Ontario,Part-time,17585,Common-law
82,Donald,Hall,1995-09-04,31,"2949 Water St, Toronto, Ontario K2W 7S1",Toronto,Ontario,Unemployed,0,Divorced
83,Kevin,Reyes,1983-10-22,43,"2871 Second Ave, Victoria, British Columbia L3Z 3U9",Victoria,British Columbia,Unemployed,0,Single
84,Mary,Evans,1986-07-13,40,"6570 High St, Burnaby, British Columbia R0A 2P9",Burnaby,British Columbia,Unemployed,0,Married
85,Jeffrey,Wilson,2001-10-02,25,"6783 Water St, Edmonton, Alberta Y8W 5L8",Edmonton,Alberta,Part-time,16605,Common-law
86,Jessica,White,1993-06-03,33,"451 Oak St, Toronto, Ontario G5U 3I7",Toronto,Ontario,Unemployed,0,Single
87,Anthony,Adams,1988-10-10,38,"8728 Queen St, Ottawa, Ontario P2P 9N6",Ottawa,Ontario,Unemployed,0,Widowed
88,James,Scott,2007-03-17,19,"5701 Spring St, Ottawa, Ontario S9P 2P6",Ottawa,Ontario,Full-time,74765,Widowed
89,William,Stewart,1995-07-31,31,"761 Washington Ave, Toronto, Ontario H8K 0Q5",Toronto,Ontario,Part-time,22536,Divorced
90,Kevin,Collins,1988-01-15,38,"8281 Lincoln Ave, Winnipeg, Manitoba I2Z 1O1",Winnipeg,Manitoba,Part-time,20019,Married
91,Christina,White,1995-05-18,31,"9664 Franklin St, Lethbridge, Alberta U9F 2V5",Lethbridge,Alberta,Part-time,15643,Widowed
92,Helen,Campbell,1993-04-04,33,"4611 School St, Quebec City, Quebec F5B 3K3",Quebec City,Quebec,Part-time,15707,Common-law
93,Jason,Rivera,1993-02-24,33,"5333 School St, Steinbach, Manitoba U5F 2N4",Steinbach,Manitoba,Unemployed,0,Common-law
94,Carol,Reyes,1990-01-03,36,"9354 Smith St, Edmonton, Alberta R7B 6K2",Edmonton,Alberta,Full-time,70213,Divorced
95,Michelle,Evans,1997-10-24,29,"7447 School St, Brandon, Manitoba E0Z 2J0",Brandon,Manitoba,Full-time,43288,Divorced
96,William,Wright,2002-07-04,24,"308 Church St, Brandon, Manitoba O3R 4Q5",Brandon,Manitoba,Full-time,63675,Married
97,James,Young,2001-09-15,25,"7875 Jefferson St, Steinbach, Manitoba J3I 8E6",Steinbach,Manitoba,Full-time,65172,Single
98,Amy,Johnson,1989-01-03,37,"6909 Pine St, Victoria, British Columbia U9P 7A0",Victoria,British Columbia,Part-time,15980,Divorced
99,Elizabeth,Rivera,2003-11-20,23,"6612 Maple Ave, Red Deer, Alberta J4Y 4T0",Red Deer,Alberta,Unemployed,0,Single
100,Ruth,Gonzalez,1991-12-03,35,"3607 King St, Vancouver, British Columbia C7L 8D2",Vancouver,British Columbia,Unemployed,0,Single
101,Elizabeth,King,1999-04-28,27,"6757 Wilson Ave, Mississauga, Ontario C1L 0N6",Mississauga,Ontario,Full-time,51957,Single
102,Kevin,Thompson,2007-06-04,19,"7275 School St, Brampton, Ontario A8A 7Y7",Brampton,Ontario,Unemployed,0,Married
103,Matthew,Carter,1992-06-16,34,"5712 Washington Ave, Toronto, Ontario A4G 4H3",Toronto,Ontario,Part-time,18170,Divorced
104,Jeffrey,Harris,1982-07-31,44,"5470 Maple Ave, Red Deer, Alberta F2Z 8G7",Red Deer,Alberta,Unemployed,0,Divorced
105,Ruth,Miller,1991-01-10,35,"2997 Adams St, Winnipeg, Manitoba R0Y 9D1",Winnipeg,Manitoba,Full-time,69693,Single
106,Andrew,Cook,2007-11-05,19,"9629 Franklin St, Winnipeg, Manitoba D8V 1K4",Winnipeg,Manitoba,Unemployed,0,Married
107,David,Nguyen,1985-10-07,41,"5959 Main St, London, Ontario R6A 3M3",London,Ontario,Part-time,22721,Widowed
108,Samuel,Phillips,2007-09-23,19,"9270 Johnson St, Laval, Quebec D1T 6I4",Laval,Quebec,Full-time,43872,Divorced
109,Gregory,Nelson,2006-01-30,20,"6258 Park Ave, Brampton, Ontario Y8G 2A2",Brampton,Ontario,Full-time,58559,Married
110,Mark,Williams,1988-05-10,38,"5302 Adams St, Quebec City, Quebec E4B 9U6",Quebec City,Quebec,Full-time,51504,Common-law
111,Jonathan,Moore,2005-03-07,21,"7476 Oak St, Ottawa, Ontario O5Q 6L8",Ottawa,Ontario,Unemployed,0,Married
112,Stephen,Rogers,1989-06-26,37,"3074 Queen St, Quebec City, Quebec C3B 8R8",Quebec City,Quebec,Full-time,53328,Married
113,Mary,Anderson,2008-09-07,18,"8112 Oak St, Laval, Quebec K7V 6X4",Laval,Quebec,Part-time,24928,Common-law
114,Frances,Anderson,1990-10-21,36,"5209 Second Ave, Brandon, Manitoba V7D 9P0",Brandon,Manitoba,Unemployed,0,Married
115,Ryan,Ramirez,1990-12-22,36,"5006 King St, Vancouver, British Columbia F4X 8B9",Vancouver,British Columbia,Full-time,47475,Single
116,Helen,Gonzalez,1992-06-13,34,"5018 First Ave, Surrey, British Columbia X6D 2L4",Surrey,British Columbia,Full-time,44515,Married
117,Jennifer,Edwards,1992-04-23,34,"6667 Main St, Victoria, British Columbia S6C 2H6",Victoria,British Columbia,Unemployed,0,Single
118,Betty,Collins,1998-05-30,28,"9808 High St, Burnaby, British Columbia I2T 5V8",Burnaby,British Columbia,Unemployed,0,Widowed
119,Amy,Nguyen,1999-12-18,27,"3846 King St, Brandon, Manitoba I8J 2J7",Brandon,Manitoba,Full-time,72189,Single
120,Linda,Phillips,1995-08-16,31,"3902 Mill St, Montreal, Quebec W0O 7P0",Montreal,Quebec,Full-time,48270,Widowed
121,Amy,Thomas,1996-01-07,30,"9575 Cedar Ave, Burnaby, British Columbia S3B 7A8",Burnaby,British Columbia,Unemployed,0,Married
122,Patricia,Adams,1985-11-05,41,"5006 Park Ave, Brandon, Manitoba X3A 0M6",Brandon,Manitoba,Part-time,22599,Single
123,Melissa,Rogers,2002-05-09,24,"5856 Johnson St, Hamilton, Ontario V7F 0B4",Hamilton,Ontario,Part-time,21011,Married
124,Patricia,Gonzalez,2007-03-30,19,"8172 Elm St, Laval, Quebec X9O 6E8",Laval,Quebec,Full-time,45627,Single
125,Joseph,Thomas,2008-07-09,18,"7665 Jefferson St, Montreal, Quebec S5O 8J7",Montreal,Quebec,Part-time,15409,Married
126,Eric,Flores,1983-05-29,43,"7309 Church St, Edmonton, Alberta P0N 6M2",Edmonton,Alberta,Unemployed,0,Widowed
127,Ronald,Cruz,1999-04-29,27,"2530 Johnson St, Toronto, Ontario N4P 6K5",Toronto,Ontario,Full-time,74196,Common-law
128,Betty,Clark,2002-08-15,24,"5812 Main St, Red Deer, Alberta P5I 7R6",Red Deer,Alberta,Unemployed,0,Single
129,Brian,Stewart,2005-05-16,21,"4346 Second Ave, Toronto, Ontario O3M 7Z5",Toronto,Ontario,Full-time,57615,Married
130,Donna,Hall,1997-11-22,29,"6204 Washington Ave, London, Ontario G2B 1L6",London,Ontario,Part-time,18784,Widowed
131,George,Cruz,1994-07-13,32,"4451 Wilson Ave, London, Ontario V8K 1H0",London,Ontario,Unemployed,0,Married
132,Eric,Adams,2004-05-06,22,"8633 King St, Lethbridge, Alberta W7B 3Y4",Lethbridge,Alberta,Full-time,70075,Married
133,Stephen,Roberts,2005-01-15,21,"8549 Smith St, Laval, Quebec A5G 4Q1",Laval,Quebec,Full-time,71080,Divorced
134,Lisa,Robinson,2008-01-10,18,"721 Wilson Ave, Edmonton, Alberta D6E 1R1",Edmonton,Alberta,Full-time,62949,Single
135,Amanda,Walker,1998-03-21,28,"3153 Madison Ave, Quebec City, Quebec H1G 8J0",Quebec City,Quebec,Part-time,24487,Married
136,Gary,Ramirez,2005-10-26,21,"7967 Pine St, Calgary, Alberta S7O 6H3",Calgary,Alberta,Full-time,63445,Single
137,Christina,Bailey,2002-01-14,24,"9287 Water St, Burnaby, British Columbia R9Y 7Z3",Burnaby,British Columbia,Full-time,68655,Single
138,Stephanie,Thomas,1983-07-13,43,"4831 Clinton St, Quebec City, Quebec N5R 0R6",Quebec City,Quebec,Unemployed,0,Common-law
139,Paul,Reyes,1998-06-20,28,"5739 Church St, Victoria, British Columbia F6P 4H2",Victoria,British Columbia,Unemployed,0,Married
140,Anthony,Williams,1988-03-18,38,"5451 Washington Ave, London, Ontario W0S 2A6",London,Ontario,Full-time,69222,Divorced
141,Raymond,Moore,2002-11-08,24,"7496 Oak St, Quebec City, Quebec Z5C 4M5",Quebec City,Quebec,Part-time,16959,Divorced
142,Helen,Ortiz,1996-11-01,30,"8839 Jefferson St, Steinbach, Manitoba G4Q 8H1",Steinbach,Manitoba,Full-time,40992,Married
143,Rachel,Lewis,1997-11-19,29,"1325 School St, Brampton, Ontario L5F 7M4",Brampton,Ontario,Part-time,17859,Single
144,Ronald,Harris,2002-06-14,24,"6649 Lincoln Ave, Calgary, Alberta J8F 1X4",Calgary,Alberta,Unemployed,0,Divorced
145,Benjamin,Allen,1984-10-01,42,"2188 Oak St, Mississauga, Ontario C1Q 2F6",Mississauga,Ontario,Full-time,74101,Widowed
146,Benjamin,Hernandez,1993-09-04,33,"9030 Wilson Ave, Winnipeg, Manitoba J4N 3K5",Winnipeg,Manitoba,Unemployed,0,Married
147,Anthony,Taylor,2004-09-05,22,"5605 Spring St, Montreal, Quebec H8Q 0I6",Montreal,Quebec,Unemployed,0,Married
148,Scott,Anderson,1986-03-25,40,"8549 Pine St, Ottawa, Ontario J5Y 1W3",Ottawa,Ontario,Part-time,15527,Single
149,Eric,Phillips,1988-07-18,38,"8154 Smith St, Ottawa, Ontario G4D 4R2",Ottawa,Ontario,Unemployed,0,Single
150,Matthew,Stewart,1998-01-05,28,"8329 Jefferson St, London, Ontario T4Y 1Z4",London,Ontario,Unemployed,0,Single
151,Betty,Edwards,1987-01-18,39,"6596 Pine St, Toronto, Ontario D6W 3B1",Toronto,Ontario,Unemployed,0,Divorced
152,Dorothy,Rivera,2001-08-26,25,"8214 Church St, Steinbach, Manitoba R5P 3S9",Steinbach,Manitoba,Full-time,44209,Single
153,Paul,Robinson,1988-12-05,38,"4190 King St, Victoria, British Columbia Y5N 8N8",Victoria,British Columbia,Full-time,64641,Common-law
154,Christina,Ramirez,1986-06-11,40,"376 Elm St, Surrey, British Columbia O2S 2N5",Surrey,British Columbia,Part-time,23846,Divorced
155,Melissa,Lopez,1998-05-31,28,"3950 High St, Lethbridge, Alberta P4V 3C3",Lethbridge,Alberta,Unemployed,0,Divorced
156,Helen,Morgan,1985-06-11,41,"4091 Adams St, Brampton, Ontario X8E 1P7",Brampton,Ontario,Part-time,20937,Single
157,Stephen,Stewart,2003-01-20,23,"4181 Wilson Ave, Brandon, Manitoba V2P 1B3",Brandon,Manitoba,Part-time,24289,Married
158,Stephen,Moore,2000-06-01,26,"6008 Smith St, Brampton, Ontario M8Z 7M0",Brampton,Ontario,Unemployed,0,Divorced
159,Dorothy,Lopez,2002-06-19,24,"5629 Pine St, London, Ontario G5R 3D3",London,Ontario,Full-time,65821,Divorced
160,Patricia,Jones,1984-07-08,42,"5246 Water St, Mississauga, Ontario B2J 3W5",Mississauga,Ontario,Part-time,19102,Widowed
161,Jessica,Cook,1993-06-23,33,"6528 King St, Toronto, Ontario T6Z 9O2",Toronto,Ontario,Unemployed,0,Single
162,Alexander,Diaz,1999-07-10,27,"5826 Elm St, Quebec City, Quebec E9B 1R9",Quebec City,Quebec,Unemployed,0,Single
163,Richard,Johnson,1995-11-23,31,"65 Pine St, Brampton, Ontario K6T 1W0",Brampton,Ontario,Part-time,24336,Divorced
164,Kelly,Flores,1986-02-13,40,"3794 Jackson St, Red Deer, Alberta Z5L 1X7",Red Deer,Alberta,Full-time,49351,Divorced
165,Edward,Scott,1994-08-12,32,"5164 High St, Burnaby, British Columbia M1G 1J8",Burnaby,British Columbia,Unemployed,0,Single
166,Melissa,Sanchez,2005-04-02,21,"8351 Church St, Surrey, British Columbia I1W 0R9",Surrey,British Columbia,Unemployed,0,Married
167,Joseph,Morris,1990-02-19,36,"8607 Queen St, Toronto, Ontario U8G 9Z7",Toronto,Ontario,Part-time,17036,Single
168,Raymond,Taylor,1991-07-09,35,"4475 Maple Ave, Victoria, British Columbia L2T 3I7",Victoria,British Columbia,Part-time,15337,Married
169,Betty,Robinson,1982-08-15,44,"6492 Church St, Lethbridge, Alberta S0W 5A9",Lethbridge,Alberta,Unemployed,0,Common-law
170,Mary,Gomez,1991-12-01,35,"6517 Adams St, Red Deer, Alberta W7S 3S0",Red Deer,Alberta,Full-time,49706,Common-law
171,Nancy,Garcia,2002-09-16,24,"3715 Queen St, Hamilton, Ontario I1I 4J2",Hamilton,Ontario,Full-time,42022,Married
172,Helen,Allen,1990-09-08,36,"832 Johnson St, Lethbridge, Alberta X2R 9T4",Lethbridge,Alberta,Full-time,50166,Divorced
173,Nancy,Johnson,1991-05-26,35,"7332 Madison Ave, Toronto, Ontario M9N 0P5",Toronto,Ontario,Unemployed,0,Divorced
174,Lisa,Reyes,1989-01-09,37,"9549 Wilson Ave, Victoria, British Columbia V3T 0P6",Victoria,British Columbia,Part-time,23432,Single
175,Edward,Wright,1989-04-11,37,"939 Jefferson St, Montreal, Quebec X1Q 5K3",Montreal,Quebec,Part-time,19362,Common-law
176,Melissa,Roberts,1986-07-04,40,"7834 Maple Ave, Brandon, Manitoba Q1A 5N1",Brandon,Manitoba,Part-time,19069,Single
177,Elizabeth,Garcia,2003-10-28,23,"4308 Water St, Ottawa, Ontario A2N 9N7",Ottawa,Ontario,Part-time,24334,Divorced
178,Jennifer,Torres,1991-01-12,35,"1252 Mill St, Brandon, Manitoba S3V 3V0",Brandon,Manitoba,Full-time,63019,Common-law
179,Thomas,Peterson,2005-03-13,21,"5265 Madison Ave, Quebec City, Quebec P0C 5X6",Quebec City,Quebec,Part-time,23779,Common-law
180,Rebecca,Gomez,2001-10-31,25,"8091 Madison Ave, Laval, Quebec L7B 8X7",Laval,Quebec,Unemployed,0,Single
181,Ronald,Bailey,1997-10-29,29,"8280 Cedar Ave, Calgary, Alberta F3Q 2R0",Calgary,Alberta,Unemployed,0,Widowed
182,Elizabeth,Nguyen,1984-09-06,42,"9027 Lincoln Ave, Winnipeg, Manitoba K9A 4J2",Winnipeg,Manitoba,Part-time,17810,Married
183,Ronald,Roberts,1992-08-30,34,"9371 Smith St, Calgary, Alberta O3C 1Z6",Calgary,Alberta,Part-time,22941,Widowed
184,Catherine,Rodriguez,1987-08-15,39,"4448 Johnson St, Red Deer, Alberta M4W 7D9",Red Deer,Alberta,Part-time,24163,Widowed
185,Catherine,Hill,1990-10-21,36,"8347 Park Ave, Toronto, Ontario T0Z 2O2",Toronto,Ontario,Full-time,48711,Common-law
186,Lisa,Thomas,1982-03-07,44,"7734 First Ave, Winnipeg, Manitoba X3J 6K6",Winnipeg,Manitoba,Unemployed,0,Divorced
187,Melissa,Hernandez,1992-11-26,34,"4342 Jackson St, Victoria, British Columbia X6M 2A8",Victoria,British Columbia,Unemployed,0,Common-law
188,Carol,Bailey,2007-11-07,19,"1423 Queen St, Vancouver, British Columbia Y2E 9W6",Vancouver,British Columbia,Unemployed,0,Widowed
189,Kelly,Turner,1986-10-26,40,"6510 Queen St, Quebec City, Quebec C4I 2I1",Quebec City,Quebec,Full-time,72724,Married
190,Nicholas,Miller,1996-07-02,30,"6498 Second Ave, Lethbridge, Alberta C7A 9M1",Lethbridge,Alberta,Full-time,53284,Common-law
191,Christina,Miller,1988-06-05,38,"8740 Main St, Laval, Quebec Z3R 6E5",Laval,Quebec,Unemployed,0,Widowed
192,Nicholas,Harris,1990-03-28,36,"6776 Queen St, Red Deer, Alberta H4A 8N1",Red Deer,Alberta,Part-time,15379,Widowed
193,Dorothy,Robinson,1997-01-16,29,"3204 Mill St, Montreal, Quebec T7I 1C8",Montreal,Quebec,Unemployed,0,Common-law
194,Sandra,Taylor,1994-06-30,32,"1532 High St, London, Ontario E3V 3C1",London,Ontario,Part-time,21395,Widowed
195,Elizabeth,Jones,2000-09-10,26,"3421 Clinton St, London, Ontario R3Y 2R6",London,Ontario,Unemployed,0,Single
196,Michelle,Allen,1986-07-07,40,"3023 High St, Surrey, British Columbia V1Q 9C7",Surrey,British Columbia,Unemployed,0,Widowed
197,Nancy,Walker,2000-12-04,26,"3075 Maple Ave, Victoria, British Columbia P6T 9T1",Victoria,British Columbia,Part-time,19199,Divorced
